datetime,nbbike,nbdock,nbbikeoverflow,nbfreedock,nbebike,nbedock,nbebikeoverflow,nbfreeedock,station_state,kioskstate,maxbikeoverflow,creditcard,station_type,overflowactivation,station_code,overflow,duedate,densitylevel
2019-12-23T08:31:01.304Z,13,0,0,0,7,60,0,37,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T08:46:00.603Z,17,0,0,0,7,60,0,33,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T09:01:03.365Z,18,0,0,0,7,60,0,32,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T09:16:02.060Z,21,0,0,0,8,60,0,28,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T09:31:00.863Z,22,0,0,0,9,60,0,26,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T09:43:00.655Z,22,0,0,0,9,60,0,26,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T09:46:00.629Z,22,0,0,0,9,60,0,26,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T09:51:00.913Z,24,0,0,0,9,60,0,24,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T10:01:00.752Z,24,0,0,0,11,60,0,22,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T10:16:01.635Z,28,0,0,0,11,60,0,18,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T10:31:02.981Z,31,0,0,0,10,60,0,16,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T10:46:00.672Z,33,0,0,0,14,60,0,10,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T11:00:39.242Z,35,0,0,0,15,60,0,7,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T11:15:00.696Z,36,0,0,0,17,60,0,4,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T11:28:32.486Z,38,0,0,0,19,60,0,0,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T11:28:32.486Z,38,0,0,0,19,60,0,0,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T12:01:00.737Z,44,0,0,0,14,60,0,2,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T12:16:03.188Z,40,0,0,0,17,60,0,3,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T12:31:00.518Z,31,0,0,0,14,60,0,15,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T12:46:00.561Z,28,0,0,0,11,60,0,21,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T13:01:00.568Z,30,0,0,0,11,60,0,19,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
